     0.0000000000000000E+00	     0.0000000000000000E+00	     1.0000000000000000E+00	     1.0000000000000000E+00	     1.0000000000000000E+00
     2.0000000000000001E-01	     0.0000000000000000E+00	     9.2106099400288510E-01	     9.2106099400288510E-01	     9.2106099400288510E-01
     4.0000000000000002E-01	     0.0000000000000000E+00	     6.9670670934716539E-01	     6.9670670934716539E-01	     6.9670670934716539E-01
     5.9999999999999998E-01	     0.0000000000000000E+00	     3.6235800000000001E-01	     3.6235800000000001E-01	     3.6235800000000001E-01
     0.0000000000000000E+00	     2.0000000000000001E-01	     9.2106099400288510E-01	     9.2106099400288510E-01	     9.2106099400288510E-01
     2.0000000000000001E-01	     2.0000000000000001E-01	     6.9761750305646719E-01	     6.9695727980980082E-01	     6.9677117296062929E-01
     4.0000000000000002E-01	     2.0000000000000001E-01	     3.6285560066593869E-01	     3.6250476108588681E-01	     3.6239630380956639E-01
     5.9999999999999998E-01	     2.0000000000000001E-01	    -2.9199522301288819E-02	    -2.9199522301288819E-02	    -2.9199522301288819E-02
     0.0000000000000000E+00	     4.0000000000000002E-01	     6.9670670934716539E-01	     6.9670670934716539E-01	     6.9670670934716539E-01
     2.0000000000000001E-01	     4.0000000000000002E-01	     3.6258270831143902E-01	     3.6243877432241212E-01	     3.6238016856236360E-01
     4.0000000000000002E-01	     4.0000000000000002E-01	    -2.9636855023553711E-02	    -2.9272481983156708E-02	    -2.9214357803016441E-02
     5.9999999999999998E-01	     4.0000000000000002E-01	    -4.1614683654714241E-01	    -4.1614683654714241E-01	    -4.1614683654714241E-01
     0.0000000000000000E+00	     5.9999999999999998E-01	     3.6235775447667362E-01	     3.6235775447667362E-01	     3.6235775447667362E-01
     2.0000000000000001E-01	     5.9999999999999998E-01	    -3.0302007413467801E-02	    -2.9442231768831630E-02	    -2.9257460982625501E-02
     4.0000000000000002E-01	     5.9999999999999998E-01	    -4.1851253869692812E-01	    -4.1664874201211022E-01	    -4.1626451554671817E-01
     5.9999999999999998E-01	     5.9999999999999998E-01	    -7.3982744122412714E-01	    -7.3775560767362502E-01	    -7.3744931005469627E-01
     8.0000000000000004E-01	     5.9999999999999998E-01	    -9.4222234066865806E-01	    -9.4222234066865806E-01	    -9.4222234066865806E-01
     1.0000000000000000E+00	     5.9999999999999998E-01	    -9.9829477579475312E-01	    -9.9829477579475312E-01	    -9.9829477579475312E-01
     1.2000000000000000E+00	     5.9999999999999998E-01	    -8.9675800000000006E-01	    -8.9675800000000006E-01	    -8.9675800000000006E-01
     0.0000000000000000E+00	     8.0000000000000004E-01	    -2.9199522301288819E-02	    -2.9199522301288819E-02	    -2.9199522301288819E-02
     2.0000000000000001E-01	     8.0000000000000004E-01	    -4.1833620601313071E-01	    -4.1667044628117089E-01	    -4.1627544764165952E-01
     4.0000000000000002E-01	     8.0000000000000004E-01	    -7.4121149151746990E-01	    -7.3828546450367682E-01	    -7.3761056608988340E-01
     5.9999999999999998E-01	     8.0000000000000004E-01	    -9.4655940903789726E-01	    -9.4320614239814515E-01	    -9.4245989140209341E-01
     8.0000000000000004E-01	     8.0000000000000004E-01	    -1.0017966180609750E+00	    -9.9914840405642824E-01	    -9.9850584149698918E-01
     1.0000000000000000E+00	     8.0000000000000004E-01	    -8.9907869397754669E-01	    -8.9734154487353246E-01	    -8.9690425948443331E-01
     1.2000000000000000E+00	     8.0000000000000004E-01	    -6.5364362086361194E-01	    -6.5364362086361194E-01	    -6.5364362086361194E-01
     0.0000000000000000E+00	     1.0000000000000000E+00	    -4.1614683654714241E-01	    -4.1614683654714241E-01	    -4.1614683654714241E-01
     2.0000000000000001E-01	     1.0000000000000000E+00	    -7.3955238990384975E-01	    -7.3792853594724872E-01	    -7.3752675952916724E-01
     4.0000000000000002E-01	     1.0000000000000000E+00	    -9.4562453438777383E-01	    -9.4304932585640389E-01	    -9.4242679829891085E-01
     5.9999999999999998E-01	     1.0000000000000000E+00	    -1.0020644190698160E+00	    -9.9920516437436624E-01	    -9.9851981688980540E-01
     8.0000000000000004E-01	     1.0000000000000000E+00	    -9.0001177399612653E-01	    -8.9756205731549477E-01	    -8.9695822461673991E-01
     1.0000000000000000E+00	     1.0000000000000000E+00	    -6.5570987906965639E-01	    -6.5416094319321605E-01	    -6.5377281568897561E-01
     1.2000000000000000E+00	     1.0000000000000000E+00	    -3.0733286997841941E-01	    -3.0733286997841941E-01	    -3.0733286997841941E-01
     0.0000000000000000E+00	     1.2000000000000000E+00	    -7.3739399999999999E-01	    -7.3739399999999999E-01	    -7.3739399999999999E-01
     2.0000000000000001E-01	     1.2000000000000000E+00	    -9.4222234066865806E-01	    -9.4222234066865806E-01	    -9.4222234066865806E-01
     4.0000000000000002E-01	     1.2000000000000000E+00	    -9.9829477579475312E-01	    -9.9829477579475312E-01	    -9.9829477579475312E-01
     5.9999999999999998E-01	     1.2000000000000000E+00	    -8.9675841633414721E-01	    -8.9675841633414721E-01	    -8.9675841633414721E-01
     8.0000000000000004E-01	     1.2000000000000000E+00	    -6.5364362086361194E-01	    -6.5364362086361194E-01	    -6.5364362086361194E-01
     1.0000000000000000E+00	     1.2000000000000000E+00	    -3.0733286997841941E-01	    -3.0733286997841941E-01	    -3.0733286997841941E-01
     1.2000000000000000E+00	     1.2000000000000000E+00	     8.7498999999999993E-02	     8.7498999999999993E-02	     8.7498999999999993E-02
